has_location,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,has_url,lang,default_profile,default_profile_image,verified,has_description,bot
TRUE,2020,494,254,2025,1,4:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,66893,3623,2449,155,20,11:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1974,324,433,913,0,1:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,13578,201,243,38338,10,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,20133,763,436,955,1,5:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
TRUE,2317,151,472,1048,5,7:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,4893,3863,396,20,3,5:00:00 AM,TRUE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,17099,2256,447,2978,15,7:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,399555,3584,2907,6455,135,1:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,8899,38,155,112,0,10:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,532,71,89,95,1,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,3371,238,712,10578,0,11:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,274,47,51,57,0,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,3342,263,304,2743,0,11:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,12542,559,805,929,1,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,53239,1331,758,35,9,9:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,14621,187,513,140,3,12:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,35417,10934,9263,10206,30,12:00:00 AM,TRUE,en-gb,FALSE,FALSE,FALSE,TRUE,NO
FALSE,7360,106,529,1556,1,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,25400,205,176,361,4,11:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,8643,254,336,64,1,6:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,11189,355,263,156,1,8:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,72773,2629,319,26616,40,8:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,4894,136,77,608,0,2:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,215,37,112,66,1,6:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,329,80,198,13,1,9:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,17619,615,580,3489,1,2:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
TRUE,57566,5203,957,94472,175,5:00:00 PM,TRUE,es,FALSE,FALSE,FALSE,TRUE,NO
FALSE,3395,3029,1569,1389,2,6:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,13382,397,519,168,8,2:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,3380,1090,2001,27,17,6:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1372,62,467,793,0,2:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
TRUE,74334,2546,1224,60,67,11:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,117,6,8,110,0,7:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,FALSE,NO
TRUE,1922,2151,531,1399,69,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,2543,126,321,177,1,5:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,39813,619,613,17793,0,8:00:00 PM,FALSE,pt,FALSE,FALSE,FALSE,TRUE,NO
TRUE,7739,1667,1508,3590,40,9:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,TRUE,NO
FALSE,3697,203,217,2459,2,3:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,4413,445,484,4154,1,8:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,10251,616,306,3412,2,11:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,16557,388,177,804,15,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,33023,980,491,4730,6,6:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,11352,342,545,6,16,1:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1272,123,473,389,4,1:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2053,409,1116,381,4,4:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,42346,1248,584,457,29,12:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,5,20,41,0,0,2:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,14070,688,971,2291,0,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,29,19,255,1,0,3:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,1408,208,866,138,0,11:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
TRUE,39,59,962,8,0,4:00:00 PM,TRUE,it,FALSE,FALSE,FALSE,TRUE,YES
TRUE,59,7,49,4,0,3:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,FALSE,YES
TRUE,987,60,521,61,1,11:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,286,141,1075,3,0,7:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,TRUE,YES
TRUE,45,16,342,0,1,3:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,FALSE,YES
FALSE,72,14,287,0,0,3:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,0,122,0,0,9:00:00 AM,FALSE,it,TRUE,FALSE,FALSE,FALSE,YES
FALSE,24,4,588,16,0,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,0,4,228,0,0,1:00:00 AM,FALSE,ar,TRUE,FALSE,FALSE,FALSE,YES
FALSE,557,171,1398,7,1,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,383,9,564,10,0,8:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,30,91,527,0,0,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,20,17,361,0,0,2:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
TRUE,307,583,836,92,9,6:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,96,13,466,1,0,10:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,215,63,901,13,0,3:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,6,599,0,0,10:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,441,18,1009,0,0,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,78,130,484,0,3,1:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,0,9,595,0,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,221,271,1199,7,5,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,1,5,549,0,0,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,19,1031,0,0,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,647,547,1286,6,9,4:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,1513,492,2004,2,0,3:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,54,28,577,3,0,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,3,475,0,0,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,10,559,0,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,7,45,568,0,0,6:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,62,8,385,0,0,7:00:00 AM,TRUE,zh-cn,FALSE,FALSE,FALSE,TRUE,YES
FALSE,575,76,847,14,1,10:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,0,3,557,0,0,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,5,9,556,1,0,1:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,12,58,483,0,0,10:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,7,17,459,0,0,5:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,2,16,344,3,1,10:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,14,582,0,0,12:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,11,589,0,0,11:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,29,66,798,0,0,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,349,5,538,12,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,116,112,618,2,0,2:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,1470,67,711,4,0,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,58,12,681,4,0,1:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,656,57,693,597,0,7:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,1,11,604,0,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,170,8,324,20,0,9:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,491,12,549,16,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,90,109,425,0,0,8:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,0,9,596,0,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,11,9,188,0,1,3:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,17,55,1249,0,0,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,30,18,535,1,0,9:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,603,164,1153,7,0,10:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,0,6,534,0,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,16,37,406,0,1,9:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,4,3,593,0,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,6,368,0,0,8:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,8,1002,0,0,12:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,9,7,435,0,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,17,993,0,0,8:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,10,537,0,0,12:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,138,30,566,0,0,2:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,TRUE,YES
TRUE,118,60,368,0,3,7:00:00 AM,TRUE,fr,FALSE,FALSE,FALSE,TRUE,YES
FALSE,49,11,562,0,0,6:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,1,6,585,0,0,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,157,27,475,3,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,0,6,563,0,0,10:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,58,11,565,12,0,2:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,9,10,434,0,0,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,4,4,565,0,1,8:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,0,2,334,0,1,1:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,3,519,0,0,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,141,169,735,0,2,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,7,942,0,0,10:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,29,14,1034,1,0,11:00:00 PM,FALSE,pt,FALSE,FALSE,FALSE,FALSE,YES
FALSE,11,3,337,0,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,12,12,373,0,0,12:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,17,15,394,0,0,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,2,7,576,0,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,119,15,412,0,0,12:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,23,31,593,0,0,8:00:00 PM,FALSE,pt,TRUE,FALSE,FALSE,FALSE,YES
FALSE,42,12,979,0,0,11:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,10,534,0,0,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,91,6,449,0,0,6:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,13,17,469,3,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,8,7,350,0,0,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,1,5,502,0,0,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,7,637,0,0,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,11,6,305,0,0,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,3239,129,606,1,1,5:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,21,11,326,0,0,8:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,48,10,547,11,0,7:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,203,203,836,0,0,5:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,11,6,449,0,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,10,5,298,0,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,93,21,345,0,1,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,1,6,398,0,0,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,109,119,654,0,1,8:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,12,7,538,0,0,12:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,8,550,0,0,4:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,11,28,545,0,0,4:00:00 AM,TRUE,es,FALSE,FALSE,FALSE,FALSE,YES
TRUE,15,17,453,0,2,1:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
TRUE,68,7,644,0,0,7:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,1,13,598,0,0,8:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,17,14,558,1,0,6:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,2,3,583,0,0,6:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,2471,114,965,2,1,12:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,8,577,0,0,4:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,1,2,578,0,0,6:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,9,8,473,26,0,9:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,6,8,528,0,0,6:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,10,6,573,0,0,10:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,2,3,576,1,0,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,489,17,636,1,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,245,176,1101,15,1,9:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,2,1,360,0,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,69,6,525,9,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,98,43,379,0,0,6:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,34,3,266,0,0,12:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,1234,15,104,1150,0,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,2188,131,791,0,1,2:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,136,54,674,1,0,6:00:00 PM,FALSE,pt,FALSE,FALSE,FALSE,TRUE,YES
FALSE,871,101,501,0,3,12:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,2,7,555,0,1,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,0,10,616,0,0,1:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,149,125,449,0,1,8:00:00 PM,TRUE,es,FALSE,FALSE,FALSE,TRUE,YES
FALSE,45,23,204,0,0,12:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,6,26,444,0,0,12:00:00 AM,TRUE,pt,TRUE,FALSE,FALSE,TRUE,YES
FALSE,0,8,485,0,0,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,2,11,957,0,0,1:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,126,47,547,9,2,3:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,TRUE,YES
TRUE,16,8,387,0,0,3:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,25,14,443,0,1,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,14,17,366,0,0,11:00:00 PM,FALSE,pt,TRUE,FALSE,FALSE,FALSE,YES
TRUE,20,18,483,1,0,12:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,931,12,580,43,0,6:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,16,4,550,0,0,10:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,6,8,975,0,0,5:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,2,15,701,0,0,12:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,68,9,652,0,0,9:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,14,12,554,1,0,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,8,4,415,0,0,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,29,7,524,0,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,42,22,495,1,1,1:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,3,12,696,0,0,3:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,486,68,728,19,1,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,0,6,590,0,0,9:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,573,14,227,530,0,2:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,1017,198,1045,217,2,4:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,14,26,588,0,1,9:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,28,4,612,0,0,6:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,YES
TRUE,8,3,336,1,0,8:00:00 AM,FALSE,fr,TRUE,FALSE,FALSE,FALSE,YES
TRUE,3,3,593,0,0,6:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,TRUE,YES
TRUE,373,57,450,3,1,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,85,18,624,0,0,1:00:00 AM,TRUE,pt,FALSE,FALSE,FALSE,FALSE,YES
FALSE,5,5,1015,0,0,4:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,0,8,427,0,0,6:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,78,8,638,0,0,4:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,0,1,505,0,0,9:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
FALSE,16,23,473,2,0,4:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,28,5,595,11,0,9:00:00 AM,FALSE,ru,TRUE,FALSE,FALSE,FALSE,YES
TRUE,222,228,405,0,0,2:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,4795,490,736,14,0,12:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,6,4,301,0,0,3:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,0,4,496,0,0,1:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,11,13,392,1,0,2:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,3,6,565,0,0,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,61,6,671,0,0,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,11,25,1470,0,0,10:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,0,7,610,0,0,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,48,68,582,0,0,8:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
TRUE,28,8,498,3,0,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,21,4,616,0,0,1:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,0,4,606,0,0,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,438,67,935,8,1,4:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
FALSE,32,11,939,0,1,9:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,2,9,936,0,0,12:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1742,60,704,0,0,1:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,TRUE,YES
TRUE,1190,189,477,22,17,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,4,7,555,0,0,7:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,FALSE,YES
TRUE,1,12,349,0,0,8:00:00 AM,FALSE,tr,TRUE,FALSE,FALSE,FALSE,YES
TRUE,232,67,673,1,0,2:00:00 PM,TRUE,id,FALSE,FALSE,FALSE,FALSE,YES
TRUE,1,4,847,0,0,11:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,7,48,599,0,2,9:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
TRUE,456,132,581,1,1,2:00:00 AM,FALSE,es,TRUE,FALSE,FALSE,FALSE,YES
FALSE,6,8,436,5,0,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
FALSE,5,6,365,0,0,1:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
TRUE,1183,53,546,2,13,10:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,YES
FALSE,0,4,593,0,0,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,32,7,413,0,0,9:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,FALSE,YES
TRUE,2,2,445,0,0,11:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,YES
TRUE,68,2,331,0,0,10:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,YES
FALSE,17,24,599,0,1,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,5,369,0,0,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,1,6,520,0,0,12:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,3,4,520,0,0,4:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,YES
TRUE,4,7,605,0,0,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,16,39,642,0,0,5:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,YES
TRUE,2,7,427,0,0,10:00:00 AM,TRUE,es,TRUE,FALSE,FALSE,TRUE,YES
TRUE,8,16,345,0,0,1:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,FALSE,YES
FALSE,17,12,430,0,0,8:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
TRUE,155,33,718,0,0,2:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,FALSE,YES
FALSE,12,0,430,0,0,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,YES
TRUE,19,13,455,2,1,9:00:00 AM,FALSE,id,FALSE,FALSE,FALSE,TRUE,YES
